feature1,feature2,feature3,label
54.74887275142037,94.0414497218912,31.92153408488947,1
56.71988203182908,96.93353351631713,31.078489968477964,1
7.28285029828778,31.96147696856859,38.1352630669604,0
46.699958699774236,28.744802526249245,3.3264643040595954,0
81.11629295425674,18.185183245826153,33.76885320569244,1
78.96220363513703,37.69229761575843,5.119624540509093,1
48.226728542162036,50.73562873576874,53.77599459998805,0
0.3946182716283442,44.199758027229905,52.11773138000441,0
4.318321568655326,35.976242631683085,88.10984999168522,0
77.2173527003091,83.8752306348811,8.961372517234134,1
50.17205498906381,67.73180621047146,80.8600552880982,1
22.361406302184108,13.605930859376969,19.98459785088751,0
84.43630688956264,9.595330052872297,94.64829790958731,1
30.303444593399643,57.24437660226407,69.01014124616988,0
88.66297307538753,67.40523168343965,96.04610799929424,1
5.111327019617285,89.41514681524544,9.499446799570755,0
86.64972736231084,37.06563182086499,97.92227075511909,1
26.72857802802411,69.50131629571308,90.50274721028562,0
20.098793631592837,80.19004830482662,57.191618010756095,0
84.46185054892509,93.80129302883742,42.167149397217976,1
86.90441036960372,40.35791848684962,83.23175391946592,1
46.79540235557879,65.57123799694483,65.66310018432098,0
46.30804364647744,52.33352092942823,42.28600609259201,0
59.256550878747916,18.237705892091682,28.389369585702962,1
26.56716236958404,21.53910554772398,37.710089239261166,0
18.993903122988655,38.78136194565648,47.39166797658297,0
25.67283699953635,2.5339626489989664,57.64414684473916,0
19.777494794120678,44.757597861922136,66.33723081466539,0
56.95837933897939,59.02632650896269,24.43035893233061,1
17.856581597853328,35.64393166216716,15.866912736354355,0
43.1833879483983,96.485521814928,77.15782576915835,0
93.62499074610022,83.67577756555362,41.32089800433899,1
39.87207626415328,51.9462021967322,57.528374968453164,0
43.76040414889977,73.95950564319305,34.5764734917177,0
14.499908845997233,80.1351231593231,84.98746871516708,0
62.47806442254779,10.155607986278525,74.91308161002685,1
63.94958807248713,3.4800210903324302,33.661999525275,1
7.498714237448667,23.85153217836713,16.378372982777233,0
79.91366891772563,18.713604402149265,52.4587764653194,1
49.048208985621244,23.691678600410693,89.26129080856118,0
35.44519757739418,36.02250961076173,7.5809285994857145,0
35.743490366734974,89.7198312757806,73.98990560569354,0
18.327667363023124,29.126014711653838,61.94104162690637,0
56.267112231184946,91.43042694942409,52.070522835724084,1
58.384263547913264,24.434319337361288,14.592749694573214,1
62.93692802442579,22.17623099814783,0.8235604156423881,1
34.640996868169246,50.531918525850095,10.828344071982643,0
67.72386794899236,1.3764331732658897,69.4175447756053,1
79.25936117207415,78.57121609010515,71.75794243048105,1
93.937272238791,55.7403456937394,33.133423344676025,1
74.1820896272832,94.03737888705597,51.4101521727473,1
36.10090222369882,1.615062725223726,66.5479151260534,0
50.63925126072735,35.15772195638982,98.72115703595888,1
45.884799028095,50.322979482717265,51.42236148251047,0
31.993227274644,47.1775275828392,98.01381307848717,0
68.32028020584156,20.557156696868585,6.204306383413738,1
7.745349494203269,4.652756628985067,26.786084991558244,0
82.68922354494694,67.73282223104708,74.24042085580014,1
68.0529817614048,44.251377392893964,47.327435380599916,1
39.34494726004396,92.89380886499987,95.69929114170641,0
1.1296441651467926,63.52244221719442,3.531684385267475,0
84.44237819106779,38.13930933224478,75.83403933550017,1
0.40980021184431337,93.3107238299753,92.78576601583607,0
31.61073751251734,56.82836393377247,35.607696409741585,0
35.89513725226821,22.61305421580052,28.050129135504786,0
37.276346570022014,26.835117521089224,2.9383393991727513,0
26.092845430734425,40.824997021650674,92.45427897053013,0
33.15686737893715,20.61324241258131,0.37902980634249017,0
46.110254467148394,86.03621975030646,77.08034892301866,0
3.636051831548559,31.905030581528273,22.5771496108765,0
1.9343770836631857,72.82978581582229,48.954760944370825,0
89.01642262683721,91.03314889009565,13.083461642116834,1
95.70714306195262,84.34089832714177,51.59424248075598,1
34.87859399958053,8.397074989961784,63.22471204858584,0
16.560278249119975,82.68219703289381,23.235192628005873,0
46.973367686654285,66.04211698603093,28.75862376950843,0
78.48580912113154,13.772141997835552,42.28553629116225,1
91.44596917264124,86.56894344306188,11.792795306348625,1
54.37687289363282,4.16442060151515,75.93750289635923,1
99.10425294186037,52.97987982066756,21.177377599818648,1
9.593860376843788,32.6775040277244,21.952970095686418,0
23.1681308437691,28.3180548750393,81.50652821359098,0
53.70642765604331,80.31569142044643,22.941143411697894,1
65.44814090974955,0.08088072748750896,7.754804090993705,1
66.75465554556979,27.538559265360142,87.05152064023697,1
87.52953907791594,27.847090767154945,0.7750590621584452,1
15.274889837954387,35.8836111019422,3.277901533839167,0
97.80919397008222,59.23213064182414,20.75307979133496,1
30.80509114526304,34.691566429207924,70.19039526052457,0
18.403069514751834,83.85651137667529,60.70816420610352,0
86.04402132491889,89.73612464426682,9.89351964808165,1
54.421481139308135,80.6579450306888,16.161448141632363,1
7.375551522080759,26.68020884555702,10.342268858014735,0
84.98018189146688,26.79083662973757,85.64476476365432,1
27.264258328392,74.46241279802115,94.52852606179407,0
60.00604208173274,79.43926852968083,61.845819176379614,1
29.341047015193077,50.80207844068958,95.40788522258808,0
39.620345516761446,84.60090212370626,11.555075607364673,0
26.687509751924622,68.67191730035022,1.1850001874441074,0
88.31263154371437,81.00713936148449,3.413603618975636,1
12.237981187055558,49.51017784400559,79.56289202833673,0
14.407049452928277,31.315283616630662,15.962640373982484,0
51.05014785482028,11.840835937470573,10.976558482985899,1
70.15952833124912,91.39202955410799,23.78540220868611,1
55.38176837234205,22.729973944046687,60.75710160807956,1
27.14644063464704,64.48687945355252,45.60556765684144,0
